Timestamp,Disease_Incidence,Disease_Prevalence,Vaccination_Rates,Health_Disparities_Region,Health_Disparities_Demographics,Environmental_Air_Quality,Environmental_Pollution,Location_Latitude,Location_Longitude
,,390,49.72,East,Low Income,Good,High,33.839193,-84.335567
2020-08-03 00:16:23.523103,39,,35.52,South,High Income,Good,Low,33.650797,-84.321045
2020-08-04 00:16:23.523103,37,N/A,3.14,South,Low Income,Unhealthy,Medium,33.683927,-84.387753
2020-08-05 00:16:23.523103,49,116,62.47,East,High Income,Not Available,Medium,,-84.461571
2020-08-06 00:16:23.523103,97,211,47.48,,Middle Income,Unhealthy,High,33.821811,-84.481408
2020-08-07 00:16:23.523103,65,538,72.99,North,Middle Income,Not Available,,33.660246,-84.466561
2020-08-08 00:16:23.523103,38,683,87.26,South,High Income,Unhealthy,Medium,33.654011,-84.408077
2020-08-09 00:16:23.523103,10,356,73.91,South,Middle Income,Unhealthy,Low,33.749278,-84.32836
2020-08-10 00:16:23.523103,5,960,73.51,Not Available,Not Available,Unhealthy,Low,33.66491,-84.443063
2020-08-11 00:16:23.523103,,650,43.31,West,High Income,Moderate,Medium,33.692301,-84.385132
2020-08-12 00:16:23.523103,35,N/A,68.94,North,,Unhealthy,Low,33.751018,-84.327322
2020-08-13 00:16:23.523103,18,92,39.93,North,Low Income,,Medium,33.757956,-84.31555
2020-08-14 00:16:23.523103,25,690,70.34,,Middle Income,Unhealthy,Medium,33.719146,-84.345167
2020-08-15 00:16:23.523103,N/A,N/A,3.86,North,Middle Income,Good,High,33.758075,-84.456366
2020-08-16 00:16:23.523103,,425,63.0,,High Income,,Low,33.776106,-84.442332
2020-08-17 00:16:23.523103,84,468,30.47,South,Middle Income,Unhealthy,Medium,33.749409,-84.413424
,51,763,,South,,Unhealthy,Medium,,-84.455979
2020-08-19 00:16:23.523103,57,186,43.97,North,,Not Available,High,33.68158,-84.41785
2020-08-20 00:16:23.523103,95,907,,East,Low Income,Good,Medium,33.785578,-84.402282
2020-08-21 00:16:23.523103,1,110,62.16,South,Middle Income,Unhealthy,Low,33.771429,-84.401355
2020-08-22 00:16:23.523103,,504,28.0,South,High Income,Moderate,,33.750648,-84.436128
2020-08-23 00:16:23.523103,1,574,64.48,East,Low Income,Unhealthy,Medium,33.819314,
2020-08-24 00:16:23.523103,,97,36.31,East,Middle Income,,Low,33.679535,-84.467368
2020-08-25 00:16:23.523103,95,,,West,Middle Income,Moderate,Low,,-84.349668
,24,,65.59,West,Middle Income,Moderate,Medium,33.698824,-84.292672
2020-08-27 00:16:23.523103,,192,45.84,South,Low Income,Good,High,33.690581,-84.405227
2020-08-28 00:16:23.523103,5,746,,East,Middle Income,Unhealthy,Low,33.842466,-84.377546
2020-08-29 00:16:23.523103,30,,32.47,East,High Income,Moderate,High,33.784789,-84.388795
,89,373,76.72,North,,Unhealthy,High,33.724768,-84.315969
2020-08-31 00:16:23.523103,47,368,20.39,Not Available,Low Income,Moderate,Medium,33.736225,-84.392202
2020-09-01 00:16:23.523103,,525,66.79,South,Middle Income,Good,Low,33.830603,-84.476083
2020-09-02 00:16:23.523103,N/A,167,,North,Low Income,Good,High,33.667859,-84.447159
2020-09-03 00:16:23.523103,,,65.89,East,Low Income,Good,High,33.722982,-84.419499
2020-09-04 00:16:23.523103,N/A,582,20.47,North,Low Income,Good,High,33.699149,-84.466432
2020-09-05 00:16:23.523103,42,398,62.04,East,High Income,Moderate,Low,33.74658,-84.405661
2020-09-06 00:16:23.523103,25,454,43.86,,High Income,Not Available,Medium,33.668475,
2020-09-07 00:16:23.523103,N/A,178,55.2,North,,Unhealthy,High,,-84.380911
,31,N/A,63.25,West,Low Income,Unhealthy,Low,33.669546,-84.485057
2020-09-09 00:16:23.523103,54,575,33.17,West,High Income,Unhealthy,Medium,,-84.337468
2020-09-10 00:16:23.523103,40,490,83.13,South,High Income,Moderate,Low,33.6562,-84.422497
2020-09-11 00:16:23.523103,57,932,51.46,North,Low Income,Good,Low,33.809156,-84.481415
2020-09-12 00:16:23.523103,,265,34.49,East,Not Available,Good,,33.667492,-84.441255
2020-09-13 00:16:23.523103,,691,79.09,North,High Income,Moderate,Medium,33.834439,-84.402121
2020-09-14 00:16:23.523103,32,926,60.22,North,Low Income,Good,High,33.835878,
2020-09-15 00:16:23.523103,62,0,14.45,Not Available,Middle Income,Unhealthy,Medium,33.74174,-84.353248
2020-09-16 00:16:23.523103,49,603,13.5,North,Low Income,Unhealthy,Low,33.80494,-84.438974
2020-09-17 00:16:23.523103,63,18,33.2,South,Low Income,Unhealthy,,33.687194,-84.366179
2020-09-18 00:16:23.523103,90,974,46.24,East,Low Income,Unhealthy,,,
2020-09-19 00:16:23.523103,33,796,6.97,East,High Income,Moderate,Low,33.703943,-84.449301
2020-09-20 00:16:23.523103,9,540,71.73,South,High Income,,Low,33.790332,-84.445377
2020-09-21 00:16:23.523103,94,118,73.83,South,Low Income,Not Available,High,33.665876,
,53,471,31.64,West,Low Income,Unhealthy,Medium,33.742328,-84.302056
2020-09-23 00:16:23.523103,86,165,36.8,East,,Moderate,High,33.780483,-84.428268
2020-09-24 00:16:23.523103,N/A,481,N/A,South,High Income,Unhealthy,,33.817094,-84.347238
2020-09-25 00:16:23.523103,57,654,3.04,West,Not Available,Good,Medium,33.689718,-84.386712
2020-09-26 00:16:23.523103,95,N/A,77.57,West,High Income,Good,High,33.836405,-84.31688
2020-09-27 00:16:23.523103,89,290,57.12,,High Income,Good,,33.651519,-84.330297
2020-09-28 00:16:23.523103,90,214,60.41,North,Low Income,,Medium,33.83719,-84.445761
2020-09-29 00:16:23.523103,21,420,1.57,South,Low Income,Unhealthy,High,33.786656,-84.350947
,78,290,4.3,East,Middle Income,Good,Low,33.716964,-84.313058
2020-10-01 00:16:23.523103,N/A,N/A,80.58,West,,Unhealthy,Low,33.802892,-84.405419
2020-10-02 00:16:23.523103,6,893,13.78,South,Middle Income,Not Available,Low,33.697004,-84.369158
2020-10-03 00:16:23.523103,N/A,,94.08,North,Middle Income,,Low,33.701497,-84.481072
2020-10-04 00:16:23.523103,,238,49.97,South,Middle Income,Good,Low,33.746314,-84.465541
2020-10-05 00:16:23.523103,,480,61.13,Not Available,,Not Available,High,33.682525,-84.395219
2020-10-06 00:16:23.523103,6,405,6.58,North,Middle Income,Moderate,High,33.736181,-84.417961
,,613,51.06,,High Income,Moderate,Medium,33.671161,-84.297508
2020-10-08 00:16:23.523103,70,927,45.69,East,Middle Income,Good,Low,33.83328,-84.41393
2020-10-09 00:16:23.523103,,N/A,94.75,South,High Income,Moderate,High,33.681532,-84.344179
2020-10-10 00:16:23.523103,63,540,35.51,South,Middle Income,Unhealthy,Medium,33.759274,-84.472867
2020-10-11 00:16:23.523103,41,549,17.2,North,High Income,Moderate,,33.80061,-84.386765
,34,656,13.72,South,High Income,Not Available,,33.724471,-84.460046
2020-10-13 00:16:23.523103,36,1000,N/A,North,Middle Income,Unhealthy,High,33.823495,-84.372513
2020-10-14 00:16:23.523103,41,85,69.34,East,High Income,Not Available,,33.710051,-84.391222
2020-10-15 00:16:23.523103,69,136,28.76,South,High Income,,Medium,33.700382,-84.403155
,40,581,59.02,South,Middle Income,Good,Medium,33.824475,-84.48668
2020-10-17 00:16:23.523103,,515,80.4,South,Not Available,Unhealthy,,,-84.310648
2020-10-18 00:16:23.523103,39,676,70.89,North,Middle Income,Moderate,High,33.69188,-84.302509
2020-10-19 00:16:23.523103,11,715,25.51,South,Middle Income,Unhealthy,Low,33.789459,-84.468722
2020-10-20 00:16:23.523103,31,328,35.47,South,High Income,Moderate,Not Available,33.815866,-84.368874
2020-10-21 00:16:23.523103,29,197,86.34,South,Not Available,,,33.683109,-84.289994
2020-10-22 00:16:23.523103,,597,10.0,West,Middle Income,Moderate,Low,33.771499,-84.33878
2020-10-23 00:16:23.523103,24,147,66.21,North,,Good,,33.753015,-84.414434
2020-10-24 00:16:23.523103,N/A,690,87.04,,Middle Income,Moderate,Low,33.781389,-84.487485
2020-10-25 00:16:23.523103,46,533,48.63,North,Not Available,Moderate,Medium,33.78686,-84.43353
2020-10-26 00:16:23.523103,83,464,1.98,North,High Income,Moderate,,33.82554,-84.344933
,6,663,N/A,East,,Good,Low,33.827273,-84.293844
2020-10-28 00:16:23.523103,,716,40.36,,,Good,High,33.735904,-84.301092
2020-10-29 00:16:23.523103,9,204,,South,Middle Income,Unhealthy,Medium,,
2020-10-30 00:16:23.523103,68,263,92.5,West,Low Income,Moderate,Low,33.702517,-84.312327
2020-10-31 00:16:23.523103,N/A,884,39.68,North,Middle Income,Good,Low,33.744456,-84.37297
2020-11-01 00:16:23.523103,33,33,58.3,West,Middle Income,Moderate,High,33.822333,
2020-11-02 00:16:23.523103,84,,40.65,South,Low Income,Not Available,Medium,33.663936,-84.4648
2020-11-03 00:16:23.523103,48,721,24.16,East,Low Income,Moderate,High,33.705051,-84.390349
2020-11-04 00:16:23.523103,13,N/A,82.27,East,High Income,Good,High,33.706387,-84.325712
2020-11-05 00:16:23.523103,55,674,34.47,North,Low Income,Moderate,High,33.827341,
2020-11-06 00:16:23.523103,27,73,27.01,East,Middle Income,Good,Medium,33.848175,-84.376137
2020-11-07 00:16:23.523103,17,119,,,Middle Income,,Low,33.749855,-84.414538
2020-11-08 00:16:23.523103,37,125,41.9,West,High Income,Moderate,High,33.759615,-84.416741
2020-11-09 00:16:23.523103,77,145,11.77,North,High Income,Moderate,Low,33.693073,-84.393043
2020-11-10 00:16:23.523103,32,948,N/A,West,Not Available,,Low,33.703008,-84.377936
2020-11-11 00:16:23.523103,78,549,37.14,East,High Income,,Not Available,,-84.293697
2020-11-12 00:16:23.523103,4,961,,East,High Income,Moderate,Not Available,33.684321,-84.310787
2020-11-13 00:16:23.523103,30,600,7.03,South,Middle Income,,Low,33.731656,-84.343939
2020-11-14 00:16:23.523103,93,274,32.97,South,Not Available,Unhealthy,High,33.696666,-84.440847
2020-11-15 00:16:23.523103,57,6,91.01,North,Low Income,Moderate,Medium,33.828267,-84.355066
2020-11-16 00:16:23.523103,25,,72.78,North,Low Income,Moderate,High,33.817572,-84.390331
2020-11-17 00:16:23.523103,63,735,33.4,East,High Income,Good,,33.706801,-84.348374
2020-11-18 00:16:23.523103,38,140,93.54,East,Low Income,Moderate,Low,33.837069,
2020-11-19 00:16:23.523103,63,520,23.72,East,High Income,Unhealthy,,33.728766,-84.343698
2020-11-20 00:16:23.523103,60,813,32.27,West,Middle Income,Not Available,Medium,33.722636,-84.347307
2020-11-21 00:16:23.523103,93,936,N/A,North,Middle Income,Moderate,Medium,33.747195,-84.336572
2020-11-22 00:16:23.523103,2,N/A,8.11,South,High Income,Moderate,Medium,33.745879,-84.334661
,21,668,2.61,,Middle Income,Moderate,,33.689834,-84.431876
2020-11-24 00:16:23.523103,89,N/A,,East,Middle Income,Good,Low,33.827028,-84.315317
2020-11-25 00:16:23.523103,57,836,,North,Low Income,Moderate,Low,33.842133,-84.311888
2020-11-26 00:16:23.523103,17,928,76.04,South,Low Income,Good,Medium,33.679289,-84.401909
2020-11-27 00:16:23.523103,N/A,670,85.15,South,,Moderate,Not Available,33.834169,-84.413239
2020-11-28 00:16:23.523103,38,992,56.59,South,High Income,Unhealthy,Low,33.842603,-84.336588
2020-11-29 00:16:23.523103,91,688,80.34,West,Middle Income,Moderate,Medium,33.729758,-84.345805
2020-11-30 00:16:23.523103,89,236,6.77,North,Middle Income,Good,Low,33.680497,-84.386381
2020-12-01 00:16:23.523103,97,327,8.88,South,Middle Income,Good,Medium,33.753363,-84.343661
2020-12-02 00:16:23.523103,73,751,53.79,,High Income,Good,Medium,33.82255,-84.330708
2020-12-03 00:16:23.523103,60,739,16.99,North,Low Income,Unhealthy,Medium,33.680333,
2020-12-04 00:16:23.523103,68,N/A,16.63,South,Low Income,Not Available,Medium,33.838402,-84.484679
2020-12-05 00:16:23.523103,1,960,73.36,North,Middle Income,Good,Medium,33.789796,-84.440133
2020-12-06 00:16:23.523103,54,708,46.15,North,Not Available,Moderate,Low,33.836212,-84.379069
2020-12-07 00:16:23.523103,,974,N/A,Not Available,Low Income,Moderate,Not Available,33.702789,-84.416206
2020-12-08 00:16:23.523103,19,841,14.25,East,Low Income,Unhealthy,Low,33.69695,-84.460724
2020-12-09 00:16:23.523103,44,895,,South,,Moderate,Low,33.792076,-84.39861
2020-12-10 00:16:23.523103,60,862,56.96,West,Low Income,Good,Low,33.727064,-84.288676
2020-12-11 00:16:23.523103,45,800,90.03,East,High Income,Moderate,Medium,33.67026,
2020-12-12 00:16:23.523103,N/A,325,17.48,South,Low Income,Good,High,33.658156,-84.343954
2020-12-13 00:16:23.523103,78,474,,West,Middle Income,Unhealthy,High,,-84.316927
2020-12-14 00:16:23.523103,61,905,75.59,South,Low Income,Moderate,High,33.649001,
2020-12-15 00:16:23.523103,15,628,62.48,,Middle Income,Good,High,33.804426,-84.420954
,25,411,85.54,North,Low Income,,Medium,33.691998,-84.443247
2020-12-17 00:16:23.523103,78,570,,South,,Good,Medium,33.82624,-84.294254
,,747,44.39,West,Middle Income,,Low,33.740806,-84.326941
2020-12-19 00:16:23.523103,46,840,61.08,East,Not Available,Unhealthy,Medium,33.83573,-84.332001
2020-12-20 00:16:23.523103,47,984,43.69,East,Low Income,Unhealthy,Low,33.680412,-84.424079
2020-12-21 00:16:23.523103,36,121,74.13,East,Low Income,Moderate,,33.653326,-84.398356
2020-12-22 00:16:23.523103,77,N/A,78.54,West,High Income,Good,High,33.682193,-84.381797
2020-12-23 00:16:23.523103,46,294,15.59,South,Not Available,Moderate,Low,33.753249,-84.389525
2020-12-24 00:16:23.523103,52,608,10.14,West,High Income,Good,High,33.808091,-84.451163
2020-12-25 00:16:23.523103,84,776,25.16,North,Middle Income,Not Available,High,33.768542,-84.390449
2020-12-26 00:16:23.523103,22,58,2.55,North,Middle Income,Moderate,High,33.845314,-84.29176
2020-12-27 00:16:23.523103,99,104,51.18,North,High Income,Unhealthy,High,,-84.373285
,,605,28.41,East,Low Income,Unhealthy,Low,33.746972,-84.476567
2020-12-29 00:16:23.523103,91,35,,East,Middle Income,Unhealthy,Medium,33.847907,-84.441843
2020-12-30 00:16:23.523103,5,790,50.59,West,Low Income,Not Available,Low,33.668686,-84.317653
2020-12-31 00:16:23.523103,29,952,24.73,North,High Income,Moderate,Medium,,-84.446744
2021-01-01 00:16:23.523103,18,192,42.27,West,High Income,Moderate,,,-84.470054
2021-01-02 00:16:23.523103,93,118,67.43,North,Middle Income,,Low,33.818738,-84.369557
2021-01-03 00:16:23.523103,42,160,6.31,Not Available,Low Income,Moderate,High,33.703112,-84.298591
2021-01-04 00:16:23.523103,,705,79.67,North,High Income,Unhealthy,Medium,33.782763,-84.325723
,37,130,11.7,North,High Income,Unhealthy,,33.764962,-84.440726
2021-01-06 00:16:23.523103,N/A,,43.43,Not Available,Middle Income,Good,Medium,33.744594,-84.408807
2021-01-07 00:16:23.523103,10,739,47.15,Not Available,High Income,Moderate,,33.763105,-84.465848
2021-01-08 00:16:23.523103,43,806,,East,Low Income,Unhealthy,Not Available,33.766422,-84.289372
,,120,25.85,South,High Income,Moderate,Medium,33.738887,-84.346177
2021-01-10 00:16:23.523103,72,72,94.8,South,High Income,Unhealthy,Low,33.736694,-84.389955
2021-01-11 00:16:23.523103,43,156,72.7,Not Available,,Good,High,33.821003,-84.387836
,62,674,N/A,North,High Income,Good,Medium,33.7433,-84.448852
2021-01-13 00:16:23.523103,11,677,58.32,North,High Income,Moderate,High,33.808086,-84.410211
2021-01-14 00:16:23.523103,25,,56.35,,Middle Income,Good,,33.743012,-84.360311
2021-01-15 00:16:23.523103,6,885,56.3,North,Low Income,Moderate,Medium,33.785122,
2021-01-16 00:16:23.523103,76,,65.54,Not Available,Low Income,Moderate,Low,33.659291,-84.334892
2021-01-17 00:16:23.523103,52,802,22.64,East,High Income,Good,High,33.660894,-84.414593
2021-01-18 00:16:23.523103,61,10,,East,Low Income,Good,Medium,33.818972,-84.487999
2021-01-19 00:16:23.523103,88,561,20.03,South,Middle Income,Moderate,Low,33.80232,-84.395889
2021-01-20 00:16:23.523103,70,467,,South,High Income,Unhealthy,Low,33.7983,-84.373901
2021-01-21 00:16:23.523103,9,401,79.43,,Middle Income,Good,Low,33.744536,-84.435452
2021-01-22 00:16:23.523103,46,,39.49,West,Low Income,Moderate,High,33.768467,-84.322638
2021-01-23 00:16:23.523103,15,379,81.15,East,Low Income,Unhealthy,Medium,33.656037,-84.459362
2021-01-24 00:16:23.523103,15,212,27.32,,,Good,High,33.711003,-84.332951
2021-01-25 00:16:23.523103,38,170,,West,Low Income,,Medium,33.817375,
2021-01-26 00:16:23.523103,0,566,63.92,,Low Income,Unhealthy,Not Available,33.720239,-84.409193
2021-01-27 00:16:23.523103,15,79,N/A,South,High Income,Not Available,High,33.816583,
2021-01-28 00:16:23.523103,39,843,N/A,South,High Income,Moderate,Low,33.790006,-84.343194
2021-01-29 00:16:23.523103,6,112,71.54,East,Low Income,Good,High,33.818765,-84.42011
2021-01-30 00:16:23.523103,N/A,363,,South,High Income,Unhealthy,Medium,33.656634,-84.302664
2021-01-31 00:16:23.523103,56,601,53.12,,High Income,Unhealthy,Not Available,33.806785,-84.302522
2021-02-01 00:16:23.523103,98,565,26.95,West,Low Income,Unhealthy,High,33.764611,-84.399906
2021-02-02 00:16:23.523103,74,275,39.0,East,High Income,Unhealthy,High,33.815407,-84.449004
2021-02-03 00:16:23.523103,57,301,66.31,North,Low Income,Moderate,Low,33.841029,-84.403464
2021-02-04 00:16:23.523103,,662,25.21,North,,Moderate,High,33.67779,-84.337104
2021-02-05 00:16:23.523103,4,353,8.93,Not Available,High Income,Moderate,Low,33.74983,-84.293871
2021-02-06 00:16:23.523103,13,431,64.51,West,,Moderate,,33.771257,-84.417222
2021-02-07 00:16:23.523103,21,846,20.59,South,Low Income,Moderate,High,33.710083,-84.475363
2021-02-08 00:16:23.523103,N/A,N/A,23.11,West,Middle Income,Good,Medium,33.743168,-84.43908
2021-02-09 00:16:23.523103,56,500,97.55,North,Low Income,Good,Low,33.816308,-84.393658
2021-02-10 00:16:23.523103,58,524,3.13,East,Low Income,Moderate,Low,33.653776,-84.322994
2021-02-11 00:16:23.523103,3,579,36.01,West,Low Income,Moderate,Low,33.667375,-84.317288
2021-02-12 00:16:23.523103,17,624,16.81,North,High Income,,High,33.729486,-84.404619
2021-02-13 00:16:23.523103,10,,74.06,South,Low Income,Good,Medium,33.72592,-84.398695
2021-02-14 00:16:23.523103,52,213,45.64,,Low Income,Moderate,,33.831146,-84.44067
2021-02-15 00:16:23.523103,N/A,401,2.12,North,Middle Income,Unhealthy,High,33.773035,-84.451216
2021-02-16 00:16:23.523103,50,851,82.39,South,Middle Income,Good,Medium,33.829836,-84.400585
,3,,,West,Middle Income,Moderate,Medium,33.824731,-84.328465
2021-02-18 00:16:23.523103,N/A,765,39.59,West,,Good,Low,33.797239,-84.354673
2021-02-19 00:16:23.523103,70,225,,East,Middle Income,Unhealthy,Medium,33.846257,-84.44225
2021-02-20 00:16:23.523103,79,209,78.42,North,Middle Income,Good,High,33.834145,-84.386436
2021-02-21 00:16:23.523103,37,376,4.94,South,High Income,Unhealthy,,33.792121,-84.406538
2021-02-22 00:16:23.523103,82,80,2.62,East,Low Income,Moderate,High,33.714103,-84.484989
2021-02-23 00:16:23.523103,27,50,78.21,South,High Income,Moderate,Low,33.656886,
2021-02-24 00:16:23.523103,N/A,118,59.63,East,Low Income,Good,High,33.684883,-84.478156
2021-02-25 00:16:23.523103,N/A,884,53.06,West,Low Income,Moderate,Medium,33.766727,-84.44565
2021-02-26 00:16:23.523103,91,302,47.93,,High Income,Moderate,,33.784421,-84.379007
2021-02-27 00:16:23.523103,77,813,10.62,West,Not Available,Moderate,Low,33.826206,-84.38589
2021-02-28 00:16:23.523103,73,239,80.74,West,Low Income,Moderate,Low,33.822425,
,96,,67.19,East,High Income,Unhealthy,Low,33.79533,-84.389628
2021-03-02 00:16:23.523103,57,128,3.53,South,Low Income,Good,,33.678633,-84.459572
,41,69,36.97,Not Available,Middle Income,Moderate,High,33.81681,-84.473144
2021-03-04 00:16:23.523103,14,639,91.74,North,Middle Income,Unhealthy,High,33.782476,-84.441299
2021-03-05 00:16:23.523103,,166,,Not Available,,Moderate,High,33.703213,-84.364434
2021-03-06 00:16:23.523103,92,826,4.2,North,Low Income,Moderate,Medium,33.810931,-84.330298
2021-03-07 00:16:23.523103,32,993,48.91,East,Middle Income,Good,Not Available,33.681062,
2021-03-08 00:16:23.523103,26,61,4.81,Not Available,High Income,Unhealthy,Medium,33.798604,-84.302788
2021-03-09 00:16:23.523103,87,92,,West,Not Available,Not Available,Low,33.720067,-84.449571
2021-03-10 00:16:23.523103,64,980,13.48,North,Middle Income,Unhealthy,High,33.83838,-84.325318
2021-03-11 00:16:23.523103,16,291,29.02,East,Not Available,Good,,33.784354,-84.310599
2021-03-12 00:16:23.523103,52,,52.41,East,Low Income,Moderate,High,33.837322,-84.393464
2021-03-13 00:16:23.523103,32,103,62.02,North,High Income,Moderate,High,33.698434,-84.482479
2021-03-14 00:16:23.523103,,71,50.43,South,,,Not Available,33.707711,-84.475747
2021-03-15 00:16:23.523103,28,,9.38,East,Middle Income,Not Available,,33.790747,-84.423587
2021-03-16 00:16:23.523103,70,261,70.92,North,Middle Income,Unhealthy,Medium,33.704841,-84.457027
2021-03-17 00:16:23.523103,66,671,96.8,West,Low Income,Good,Not Available,33.701482,
2021-03-18 00:16:23.523103,58,894,42.16,North,Not Available,Good,High,33.746202,-84.399293
2021-03-19 00:16:23.523103,96,599,52.93,East,Low Income,Good,Low,33.650337,-84.407222
2021-03-20 00:16:23.523103,17,549,97.97,West,High Income,Not Available,Low,33.718128,
2021-03-21 00:16:23.523103,63,701,25.06,West,,Moderate,Low,33.775607,-84.411828
2021-03-22 00:16:23.523103,70,82,24.83,South,High Income,Not Available,High,33.662616,-84.330408
2021-03-23 00:16:23.523103,41,277,74.47,East,Low Income,Good,Medium,33.750498,-84.370644
2021-03-24 00:16:23.523103,77,201,95.74,South,,Good,Medium,33.758103,-84.31855
2021-03-25 00:16:23.523103,42,582,34.55,West,Low Income,Unhealthy,,33.652596,-84.386041
2021-03-26 00:16:23.523103,25,333,89.44,South,High Income,Good,Low,33.669464,-84.450459
2021-03-27 00:16:23.523103,42,362,80.93,East,Low Income,Good,High,33.678153,-84.329815
2021-03-28 00:16:23.523103,53,19,89.34,East,Middle Income,Good,Low,33.761184,
2021-03-29 00:16:23.523103,85,,27.83,South,Middle Income,Good,,33.728014,-84.41839
2021-03-30 00:16:23.523103,83,234,81.43,North,High Income,Moderate,Medium,33.722438,-84.294342
,9,N/A,67.74,North,High Income,Good,Low,33.743382,-84.461613
2021-04-01 00:16:23.523103,55,163,26.8,West,High Income,Moderate,Low,33.651506,-84.427106
2021-04-02 00:16:23.523103,97,138,3.44,,Low Income,,Medium,33.726092,-84.292781
2021-04-03 00:16:23.523103,18,17,,North,High Income,Not Available,Not Available,33.669841,-84.409069
2021-04-04 00:16:23.523103,60,773,48.42,West,Middle Income,,Medium,33.813962,-84.439391
2021-04-05 00:16:23.523103,92,598,61.94,South,Not Available,Not Available,Low,33.727252,-84.479417
2021-04-06 00:16:23.523103,85,284,24.16,South,Low Income,Unhealthy,Low,33.738949,-84.289959
2021-04-07 00:16:23.523103,44,875,67.2,West,Middle Income,Unhealthy,High,33.798042,-84.394364
,81,238,26.34,West,High Income,Not Available,High,33.768916,-84.29961
2021-04-09 00:16:23.523103,47,727,11.36,North,High Income,Good,High,33.68957,-84.299875
2021-04-10 00:16:23.523103,65,870,32.35,West,Middle Income,Not Available,Low,33.76208,-84.316179
,49,591,16.24,North,Middle Income,Good,High,33.816714,-84.294622
2021-04-12 00:16:23.523103,28,256,12.96,South,High Income,Good,Low,33.696589,-84.330768
2021-04-13 00:16:23.523103,64,657,28.67,South,Low Income,Moderate,Not Available,33.836597,-84.305664
2021-04-14 00:16:23.523103,34,308,N/A,East,Middle Income,Moderate,Low,33.672662,-84.341665
2021-04-15 00:16:23.523103,53,285,47.8,North,Middle Income,,High,33.729219,-84.451311
2021-04-16 00:16:23.523103,31,422,5.25,West,Middle Income,Not Available,Medium,33.688166,-84.395579
2021-04-17 00:16:23.523103,N/A,911,31.05,East,Middle Income,Moderate,High,33.752074,
2021-04-18 00:16:23.523103,48,N/A,21.42,West,High Income,Good,High,33.776979,-84.306983
2021-04-19 00:16:23.523103,2,821,21.49,West,High Income,Moderate,Medium,33.758826,-84.339312
2021-04-20 00:16:23.523103,10,673,3.07,South,Low Income,Unhealthy,Low,33.657434,-84.453848
2021-04-21 00:16:23.523103,72,347,52.44,West,Low Income,,Low,33.691523,
2021-04-22 00:16:23.523103,17,720,85.68,,Middle Income,,,,
2021-04-23 00:16:23.523103,73,317,84.75,North,Low Income,Unhealthy,Not Available,33.83918,-84.444018
2021-04-24 00:16:23.523103,1,,84.67,North,,,Low,33.682012,-84.369224
2021-04-25 00:16:23.523103,6,573,51.07,West,High Income,Unhealthy,Low,,-84.416731
2021-04-26 00:16:23.523103,14,N/A,82.23,North,,Good,,33.666215,-84.355196
2021-04-27 00:16:23.523103,72,178,88.28,North,,,High,,-84.363917
2021-04-28 00:16:23.523103,78,559,42.93,North,,Not Available,Medium,33.649965,-84.291644
2021-04-29 00:16:23.523103,51,14,26.97,West,Middle Income,Moderate,High,33.736931,-84.379676
2021-04-30 00:16:23.523103,,342,37.39,East,High Income,Good,Medium,33.811179,-84.427782
2021-05-01 00:16:23.523103,48,458,50.83,West,Middle Income,Moderate,Medium,33.743834,-84.423648
2021-05-02 00:16:23.523103,56,502,60.64,West,Middle Income,Unhealthy,Medium,33.740615,-84.308133
2021-05-03 00:16:23.523103,60,706,24.4,East,High Income,,Low,33.742604,
2021-05-04 00:16:23.523103,55,622,33.12,West,Low Income,Unhealthy,Medium,33.727528,-84.431408
,44,162,95.84,South,High Income,Moderate,,33.755622,-84.411217
2021-05-06 00:16:23.523103,5,872,18.1,North,Middle Income,Unhealthy,High,33.814906,-84.338939
2021-05-07 00:16:23.523103,78,26,35.77,South,High Income,Moderate,High,33.845123,-84.375953
2021-05-08 00:16:23.523103,18,994,67.66,,Low Income,Unhealthy,Medium,33.723785,-84.30187
2021-05-09 00:16:23.523103,60,812,41.23,Not Available,Middle Income,Good,Medium,33.712901,-84.468887
2021-05-10 00:16:23.523103,N/A,806,79.61,South,Middle Income,Moderate,High,33.771834,
2021-05-11 00:16:23.523103,23,N/A,,East,Middle Income,Moderate,High,33.821602,-84.42355
2021-05-12 00:16:23.523103,33,666,,South,High Income,Moderate,High,,-84.446277
2021-05-13 00:16:23.523103,47,388,43.51,West,Not Available,Good,High,33.774867,-84.442317
2021-05-14 00:16:23.523103,61,946,78.55,West,Not Available,Unhealthy,High,33.733701,-84.37486
2021-05-15 00:16:23.523103,,N/A,57.97,South,Middle Income,Moderate,,33.742012,-84.440324
2021-05-16 00:16:23.523103,75,132,,East,Low Income,Unhealthy,Medium,33.717513,-84.420223
2021-05-17 00:16:23.523103,17,938,97.97,North,,Unhealthy,Low,33.752893,-84.304081
2021-05-18 00:16:23.523103,,316,23.08,West,High Income,Unhealthy,High,33.840313,-84.393331
2021-05-19 00:16:23.523103,45,615,27.95,West,Middle Income,Moderate,Low,33.752493,-84.433919
2021-05-20 00:16:23.523103,49,425,44.42,,Low Income,Moderate,Low,33.845523,-84.420862
2021-05-21 00:16:23.523103,36,,56.76,Not Available,High Income,Unhealthy,,33.720431,-84.320293
2021-05-22 00:16:23.523103,84,334,51.16,South,Middle Income,Unhealthy,High,33.671249,-84.4361
2021-05-23 00:16:23.523103,23,260,92.32,East,Low Income,Unhealthy,Medium,,-84.299416
